ID,Region,Regulated Dam,Primary Purpose,Primary Type,Height (m),Length (km),Volume (m3),Year Completed,Years Modified,Surface (km2),Drainage (km2),Spillway,Last Inspection Date,Inspection Frequency,Distance to Nearest City (km),Hazard,Assessment,Assessment Date,Probability of Failure,Loss given failure - prop (Qm),Loss given failure - liab (Qm),Loss given failure - BI (Qm),Height_clean,Length_clean,Length_missing,Volume_clean,Volume_missing,Volume_log,n_modifications,last_modification_year
SOAD14203,Lyndrassia,No,Recreation,Earth,8.963,,0.0,,,0.05122,1688.52586,,,0.0,0.0,Low,Not Rated,,0.0997,26.4,663.5,8.9,8.963,,1,,1,,0.0,
SOAD14210,Navaldia,Yes,Recreation,Earth,6.54,0.183,,1959.0,,0.12017,5.32658,Uncontrolled,27/07/2022,5.0,,High,Fair,31/08/2022,0.0716,37.8,509.6,3.6,6.54,0.183,0,,1,,0.0,
SOAD14352,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,5.285,0.083,,1965.0,,,,,,,28.33,Low,,,0.0977,6.0,269.9,,5.285,0.083,0,,1,,0.0,
SOAD14358,Lyndrassia,No,Fish and Wildlife Pond,Earth,3.22,0.172,,1953.0,,0.04334,106.5316,,29/08/2018,5.0,,Low,Poor,29/08/2018,0.0798,29.5,17.4,,3.22,0.172,0,,1,,0.0,
SOAD14565,Lyndrassia,No,Recreation,Earth,9.638,0.133,15000.0,1972.0,,0.03349,1941.53841,Uncontrolled,,0.0,,Low,Not Rated,,0.0677,9.9,10.4,8.1,9.638,0.133,0,15000.0,0,9.61587214452889,0.0,
SOAD14742,Lyndrassia,No,Grade Stabilization,Earth,9.848,0.143,17550.0,1995.0,,0.04137,1403.55383,Uncontrolled,,0.0,,Low,Not Rated,,0.0657,6.3,10.7,,9.848,0.143,0,17550.0,0,9.77286620732769,0.0,
SOAD14834,Navaldia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,8.547,0.226,19793.0,1973.0,,0.0,0.0,Uncontrolled,15/06/2023,5.0,,Significant,Not Rated,18/06/2014,0.1189,7.0,80.3,,8.547,0.226,0,19793.0,0,9.893134140456636,0.0,
SOAD14956,Lyndrassia,No,Recreation,Earth,6.698,,0.0,1930.0,,0.0591,1997.4675,,22/03/1979,0.0,3.36,High,Not Rated,,0.1218,40.6,454.8,6.6,6.698,,1,,1,,0.0,
SOAD15053,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,4.146,0.067,,1960.0,,,,,,,4.78,Low,,,0.0591,7.0,942.7,,4.146,0.067,0,,1,,0.0,
SOAD15166,Lyndrassia,No,Recreation,Earth,9.894,,0.0,1955.0,,0.04137,431.45298,,,0.0,9.7,Low,Not Rated,,0.1175,6.7,204.3,4.4,9.894,,1,,1,,0.0,
SOAD15202,Lyndrassia,No,Flood Risk Reduction,Earth,9.972,0.18,16121.0,2004.0,,0.01773,1091.9489,Uncontrolled,01/11/2004,1.0,,Low,Not Rated,,0.0683,23.6,14.9,,9.972,0.18,0,16121.0,0,9.687940077843546,0.0,
SOAD15257,Lyndrassia,No,Flood Risk Reduction,Earth,11.527,0.153,23170.0,1990.0,,0.06501,2064.04975,Uncontrolled,20/05/1991,0.0,,Low,Not Rated,,0.0871,41.0,19.0,,11.527,0.153,0,23170.0,0,10.05065677575275,0.0,
SOAD15306,Navaldia,Yes,Flood Risk Reduction,Earth,9.978,0.13,,1988.0,,0.03152,2.66329,Uncontrolled,29/11/2016,5.0,8.13,High,Not Rated,29/11/2021,0.0972,16.0,100.5,,9.978,0.13,0,,1,,0.0,
SOAD15352,Lyndrassia,No,Other,Earth,10.791,,0.0,,,0.04137,620.54657,,,0.0,0.0,Low,Not Rated,,0.1144,22.9,868.5,,10.791,,1,,1,,0.0,
SOAD15522,Navaldia,Yes,Irrigation,Earth,11.434,0.12,,1980.0,,0.05122,0.0,,08/03/2021,2.0,,Significant,Satisfactory,,0.1238,6.5,199.0,7.1,11.434,0.12,0,,1,,0.0,
SOAD15565,Flumevale,Yes,Irrigation,Earth,6.745,0.149,22460.0,1907.0,,0.04334,0.0,,23/07/2015,6.0,20.13,Low,Satisfactory,25/09/2013,0.0568,24.0,427.0,15.0,6.745,0.149,0,22460.0,0,10.019535750898795,0.0,
SOAD15722,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,5.639,0.2,,1953.0,,,,,,,74.45,Low,,,0.0834,15.8,55.1,,5.639,0.2,0,,1,,0.0,
SOAD15952,Lyndrassia,No,Grade Stabilization,Earth,10.302,0.123,15597.0,1968.0,,0.0906199999999999,1137.22483,Uncontrolled,,0.0,,Low,Not Rated,,0.0865,29.3,7.5,,10.302,0.123,0,15597.0,0,9.654897979890443,0.0,
SOAD16122,Navaldia,No,Recreation,Earth,7.073,0.163,,1959.0,,0.06895,0.0,,,,,Low,Not Rated,18/06/2014,0.0947,19.0,10.9,8.6,7.073,0.163,0,,1,,0.0,
SOAD16415,Navaldia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,3.64,0.15,,1969.0,,0.03349,0.0,,,,,Low,Not Rated,18/06/2014,0.0875,18.3,11.4,,3.64,0.15,0,,1,,0.0,
SOAD16483,Lyndrassia,Yes,Irrigation,Earth,5.235,0.25,,1962.0,,,,,,,0.0,Low,,,0.0712,6.8,823.3,37.8,5.235,0.25,0,,1,,0.0,
SOAD16518,Lyndrassia,Yes,Irrigation,Earth,5.228,0.5,,1960.0,,,34.62277,,,,55.22,Low,,,0.0808,11.8,49.8,31.1,5.228,0.5,0,,1,,0.0,
SOAD16611,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,6.524,0.127,,1949.0,,,,,,,56.3,Low,,,0.0787,6.7,170.0,,6.524,0.127,0,,1,,0.0,
SOAD16896,Navaldia,No,Recreation,Earth,4.157,0.075,,1959.0,,0.0,0.0,,03/10/1969,,,Low,Not Rated,18/06/2014,0.0885,37.7,7.3,3.5,4.157,0.075,0,,1,,0.0,
SOAD17307,Lyndrassia,No,Recreation,Earth,10.343,,0.0,,,0.04137,319.5948,,,0.0,13.42,Low,Not Rated,,0.085,46.3,409.5,9.2,10.343,,1,,1,,0.0,
SOAD17894,Navaldia,No,Recreation,Earth,3.422,2.667,,1958.0,,0.0,0.0,,,,,Low,Not Rated,18/06/2014,0.1287,46.4,19.6,4.9,3.422,2.667,0,,1,,0.0,
SOAD18068,Lyndrassia,No,Recreation,Earth,8.531,,0.0,1959.0,,0.04728,135.82779,,,0.0,32.94,High,Not Rated,,0.0787,41.9,143.1,6.9,8.531,,1,,1,,0.0,
SOAD18174,Lyndrassia,No,Recreation,Earth,8.456,,0.0,1964.0,,0.05122,1129.23496,,,0.0,0.0,Low,Not Rated,,0.08,30.6,278.0,8.2,8.456,,1,,1,,0.0,
SOAD18342,Lyndrassia,No,Irrigation,Earth,8.66,,0.0,1959.0,,0.04925,641.85289,,,0.0,19.42,Low,Not Rated,,0.0847,17.0,155.0,31.4,8.66,,1,,1,,0.0,
SOAD18883,Flumevale,Yes,Recreation,Earth,8.674,0.028,1951.0,1965.0,,0.0591,0.0,Uncontrolled,27/09/2009,10.0,0.0,Low,Not Rated,,0.056,31.8,258.5,3.1,8.674,0.028,0,1951.0,0,7.5766097669730375,0.0,
SOAD19018,Navaldia,No,Recreation,Earth,9.482,0.138,,1965.0,,0.0,4133.42608,,01/01/1965,,9.64,Low,Not Rated,18/06/2014,0.116,24.3,334.5,3.5,9.482,0.138,0,,1,,0.0,
SOAD19508,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,8.481,0.117,,1960.0,,,,,,,75.54,Low,,,0.1109,14.0,236.8,,8.481,0.117,0,,1,,0.0,
SOAD19928,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,2.842,0.2,,1947.0,,,,,,,3.17,Low,,,0.0955,19.2,860.4,,2.842,0.2,0,,1,,0.0,
SOAD20008,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,8.992,0.11,,1939.0,,,,,,,83.46,Low,,,0.1095,10.1,160.9,,8.992,0.11,0,,1,,0.0,
SOAD20010,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,5.365,0.1,,1960.0,,,,,,,19.18,Low,,,0.0858,10.8,300.9,,5.365,0.1,0,,1,,0.0,
SOAD00479,Navaldia,Yes,Flood Risk Reduction,Earth,17.273,0.236,41960.0,1975.0,,0.01773,2.66329,,,,26.0,Low,Not Rated,18/06/2014,0.0689,44.5,476.4,,17.273,0.236,0,41960.0,0,10.644495894447413,0.0,
SOAD00574,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,3.351,0.1,,1949.0,,,15.97974,Uncontrolled,,,11.52,Low,,,0.1111,5.8,304.3,,3.351,0.1,0,,1,,0.0,
SOAD00615,Lyndrassia,No,Recreation,Earth,5.497,,0.0,1960.0,,0.07092,1984.15105,,,0.0,0.0,Low,Not Rated,,0.0963,25.6,456.1,7.7,5.497,,1,,1,,0.0,
SOAD00795,Lyndrassia,No,Fish and Wildlife Pond,Earth,7.668,0.195,10291.0,1978.0,,0.02364,221.05307,Uncontrolled,,0.0,,Low,Not Rated,,0.0759,44.0,22.1,,7.668,0.195,0,10291.0,0,9.239122173401634,0.0,
SOAD00887,Lyndrassia,Yes,Irrigation,Earth,3.446,0.167,,1951.0,,,,,,,60.37,Low,,,0.1042,16.4,92.4,8.2,3.446,0.167,0,,1,,0.0,
SOAD00893,Lyndrassia,No,Irrigation,Earth,5.016,,0.0,1974.0,,0.08077,1874.95616,,,0.0,23.73,Low,Not Rated,,0.1037,28.2,132.6,21.7,5.016,,1,,1,,0.0,
SOAD01079,Navaldia,Yes,Recreation,Earth,5.326,0.24,,,1972O;1995H,0.05713,2.66329,Uncontrolled,25/05/2022,5.0,,High,Fair,21/11/2022,0.0904,15.5,779.4,4.5,5.326,0.24,0,,1,,2.0,1995.0
SOAD01160,Lyndrassia,Yes,Irrigation,Earth,6.923,0.116,,1936.0,,,,,,,0.0,Low,,,0.0879,11.3,177.7,20.6,6.923,0.116,0,,1,,0.0,
SOAD01588,Lyndrassia,Yes,Irrigation,Earth,12.839,0.067,,1953.0,,,13.31645,,,,40.97,Low,,,0.0872,21.0,118.9,4.6,12.839,0.067,0,,1,,0.0,
SOAD01611,Flumevale,Yes,Irrigation,Earth,2.721,0.45,,1870.0,,0.04334,7.98987,,08/03/1991,0.0,12.31,Low,Not Rated,,0.1217,28.8,257.0,36.2,2.721,0.45,0,,1,,0.0,
SOAD01633,Lyndrassia,No,Unknow,Earth,8.931,,0.0,1990.0,,0.06501,599.24025,,,0.0,0.0,Low,Not Rated,,0.0632,26.9,565.5,,8.931,,1,,1,,0.0,
SOAD01732,Lyndrassia,No,Other,Earth,10.884,,0.0,,,0.04334,487.38207,,,0.0,26.81,Low,Not Rated,,0.0897,9.0,473.8,,10.884,,1,,1,,0.0,
SOAD01962,Lyndrassia,No,Flood Risk Reduction,Earth,8.691,0.167,15667.0,1988.0,,0.19503,60778.94109,Uncontrolled,,0.0,,Low,Not Rated,,0.0949,5.5,9.0,,8.691,0.167,0,15667.0,0,9.659375694785721,0.0,
SOAD02342,Navaldia,Yes,Recreation,Earth,5.778,,,,,0.06501,2.66329,,12/08/2019,5.0,,Low,Not Rated,,0.0828,46.1,11.9,3.4,5.778,,1,,1,,0.0,
SOAD02459,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,6.988,0.022,,1968.0,,,,,,,54.37,Low,,,0.0637,12.0,72.9,,6.988,0.022,0,,1,,0.0,
SOAD02652,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,7.138,0.05,,1945.0,,,,,,,48.82,Low,,,0.1139,16.3,163.6,,7.138,0.05,0,,1,,0.0,
SOAD02722,Lyndrassia,No,Recreation,Earth,10.13,,0.0,1963.0,,0.04137,1254.40959,,,0.0,0.0,Low,Not Rated,,0.0955,8.2,720.2,8.5,10.13,,1,,1,,0.0,
SOAD02986,Navaldia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,5.669,0.285,12377.0,1953.0,,0.04925,0.0,,,,,Low,Not Rated,18/06/2014,0.0851,34.1,14.0,,5.669,0.285,0,12377.0,0,9.423675982299306,0.0,
SOAD03644,Lyndrassia,No,Fish and Wildlife Pond,Earth,8.812,0.233,35000.0,1975.0,,0.00788,844.26293,Uncontrolled,,0.0,,Low,Not Rated,,0.07,29.5,16.6,,8.812,0.233,0,35000.0,0,10.463131911491967,0.0,
SOAD03830,Flumevale,Yes,Fish and Wildlife Pond,Earth,6.954,0.067,,1910.0,,0.08471,0.0,,26/09/2016,6.0,29.43,Low,Not Rated,,0.0654,10.2,301.1,,6.954,0.067,0,,1,,0.0,
SOAD04211,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,5.369,0.067,,,,0.11623,,,,,30.99,Low,,,0.1085,29.7,80.4,,5.369,0.067,0,,1,,0.0,
SOAD04221,Lyndrassia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,8.849,,0.0,1956.0,,0.05122,2796.4545,,,0.0,45.47,Low,Not Rated,,0.1,37.7,125.1,,8.849,,1,,1,,0.0,
SOAD04499,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,2.711,0.1,,1960.0,,,,,,,153.76,Low,,,0.0869,12.5,130.7,,2.711,0.1,0,,1,,0.0,
SOAD05139,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,6.705,0.15,,1952.0,,,7.98987,Uncontrolled,,,18.6,Low,,,0.0975,21.6,470.4,,6.705,0.15,0,,1,,0.0,
SOAD05587,Navaldia,Yes,Irrigation,Earth,7.188,0.208,,1970.0,,0.0,0.0,,17/06/1971,,,Low,Not Rated,18/06/2014,0.0718,32.6,21.0,31.9,7.188,0.208,0,,1,,0.0,
SOAD05609,Flumevale,Yes,Water Supply,Earth,6.093,0.117,3400.0,1978.0,,0.07683,2.66329,,02/06/2022,0.5,,Low,Satisfactory,01/09/2017,0.0739,43.4,18.8,32.6,6.093,0.117,0,3400.0,0,8.131824785007195,0.0,
SOAD05758,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,6.442,0.317,,1937.0,,,15.97974,,,,13.19,Low,,,0.0923,16.7,434.5,,6.442,0.317,0,,1,,0.0,
SOAD06119,Navaldia,No,Unknow,Earth,5.078,0.417,,1977.0,,0.04925,0.0,,,,,Low,Not Rated,18/06/2014,0.1069,10.4,18.8,,5.078,0.417,0,,1,,0.0,
SOAD07017,Navaldia,Yes,Tailings,Earth,10.025,0.867,,,,0.07289,0.0,,30/07/2019,5.0,,Low,Fair,,0.0622,18.1,22.0,,10.025,0.867,0,,1,,0.0,
SOAD07303,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,9.023,0.09,,1950.0,,,,,,,40.39,Low,,,0.0994,8.6,58.1,,9.023,0.09,0,,1,,0.0,
SOAD07474,Flumevale,Yes,Debris Control,Earth,16.367,0.388,55000.0,1975.0,,0.12608,806.97687,,28/03/2022,1.0,,High,Satisfactory,01/09/2017,0.1086,43.8,694.5,,16.367,0.388,0,55000.0,0,10.915106645867503,0.0,
SOAD07936,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,6.381,0.1,,1955.0,,,,,,,51.26,Low,,,0.0728,19.3,190.2,,6.381,0.1,0,,1,,0.0,
SOAD07973,Lyndrassia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,10.242,0.138,7256.0,1957.0,,0.02561,1299.68552,Uncontrolled,,0.0,,Low,Not Rated,,0.0841,33.8,15.9,,10.242,0.138,0,7256.0,0,8.889721799278137,0.0,
SOAD08099,Navaldia,No,Irrigation,Earth,3.463,0.0,,1968.0,,0.0,0.0,,09/03/1979,,7.74,Low,Not Rated,18/06/2014,0.0897,17.7,162.2,41.5,3.463,,1,,1,,0.0,
SOAD08144,Navaldia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,7.548,0.17,,1960.0,,0.04137,0.0,,,,,Low,Not Rated,18/06/2014,0.1106,12.7,11.3,,7.548,0.17,0,,1,,0.0,
SOAD08314,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,5.808,0.1,,1939.0,,,0.0,,,,15.67,Low,,,0.1119,19.2,216.7,,5.808,0.1,0,,1,,0.0,
SOAD08557,Navaldia,No,Water Supply,Earth,7.729,0.307,17674.0,1952.0,,0.25216,0.0,,,,,Low,Not Rated,18/06/2014,0.0816,351.8,9.8,17.2,7.729,0.307,0,17674.0,0,9.779906490764773,0.0,
SOAD08748,Navaldia,Yes,Recreation,Earth,2.697,0.067,,,,,5.32658,,12/06/2019,5.0,,Low,Poor,,0.0754,9.1,11.3,4.6,2.697,0.067,0,,1,,0.0,
SOAD09279,Flumevale,Yes,Water Supply,Earth,19.75,0.168,47000.0,1964.0,,0.04925,2.66329,,22/09/2021,1.0,2.46,High,Satisfactory,01/09/2017,0.0847,31.2,537.4,13.9,19.75,0.168,0,47000.0,0,10.757924157061597,0.0,
SOAD09284,Navaldia,No,Unknow,Earth,5.853,0.141,,1977.0,,0.0,0.0,,,,,Low,Not Rated,18/06/2014,0.0936,6.5,21.1,,5.853,0.141,0,,1,,0.0,
SOAD09669,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,4.148,0.067,,1968.0,,,,,,,54.82,Low,,,0.0804,11.0,189.3,,4.148,0.067,0,,1,,0.0,
SOAD10307,Lyndrassia,No,Flood Risk Reduction,Earth,9.082,0.2,17884.0,2004.0,,0.03349,1075.96916,Uncontrolled,16/09/2004,1.0,,Low,Not Rated,,0.074,24.9,20.7,,9.082,0.2,0,17884.0,0,9.791717651693117,0.0,
SOAD10596,Lyndrassia,Yes,Irrigation,Earth,7.26,0.067,,1954.0,,,23.96961,,,,16.09,Low,,,0.0958,7.6,432.6,18.8,7.26,0.067,0,,1,,0.0,
SOAD10969,Lyndrassia,No,Recreation,Earth,8.611,,0.0,1950.0,,0.04925,5259.99775,,,0.0,9.72,High,Not Rated,,0.1215,47.0,254.2,9.5,8.611,,1,,1,,0.0,
SOAD11111,Navaldia,No,Water Supply,Earth,4.112,0.283,,1960.0,,0.07486,0.0,,,,,Low,Not Rated,18/06/2014,0.1067,13.7,11.4,15.5,4.112,0.283,0,,1,,0.0,
SOAD11251,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,5.481,0.2,,1940.0,,,,,,,1.69,Low,,,0.0661,7.3,144.9,,5.481,0.2,0,,1,,0.0,
SOAD11270,Lyndrassia,No,Flood Risk Reduction,Earth,8.778,0.193,16515.0,2007.0,,0.06501,2127.96871,Uncontrolled,,0.0,,Low,Not Rated,,0.1138,13.5,22.5,,8.778,0.193,0,16515.0,0,9.71208488700598,0.0,
SOAD11372,Flumevale,Yes,Flood Risk Reduction,Earth,10.229,0.203,23170.0,1958.0,,0.05713,0.0,Uncontrolled,25/07/2013,3.0,4.76,Low,Not Rated,,0.0847,37.8,151.9,,10.229,0.203,0,23170.0,0,10.05065677575275,0.0,
SOAD11770,Lyndrassia,No,Other,Earth,8.491,,0.0,,,0.05122,194.42017,,,0.0,0.0,Low,Not Rated,,0.1068,23.0,731.7,,8.491,,1,,1,,0.0,
SOAD11926,Flumevale,Yes,Recreation,Earth,5.889,0.053,,1909.0,,0.06895,0.0,,07/08/1990,0.0,48.0,Low,Fair,23/07/2021,0.0865,29.0,119.8,8.4,5.889,0.053,0,,1,,0.0,
SOAD11933,Lyndrassia,No,Recreation,Earth,8.872,,0.0,,,0.04925,372.8606,,,0.0,9.65,High,Not Rated,,0.1001,5.7,457.4,7.2,8.872,,1,,1,,0.0,
SOAD12076,Lyndrassia,No,Irrigation,Earth,6.884,,0.0,1976.0,,0.05713,729.74146,,,0.0,0.0,Low,Not Rated,,0.1158,6.2,455.7,1.7,6.884,,1,,1,,0.0,
SOAD12160,Lyndrassia,Yes,Irrigation,Earth,3.562,0.133,,1962.0,,,13.31645,,,,47.79,Low,,,0.0714,13.3,203.5,45.1,3.562,0.133,0,,1,,0.0,
SOAD12226,Navaldia,No,Irrigation,Earth,2.797,0.633,,1969.0,,0.04334,106022.91161,,,,,Low,Not Rated,18/06/2014,0.0756,39.8,10.2,46.3,2.797,0.633,0,,1,,0.0,
SOAD12646,Navaldia,Yes,Recreation,Earth,4.243,0.04,,1947.0,,0.17336,2.66329,,21/01/2021,1.0,,High,Satisfactory,,0.1039,42.8,619.6,9.0,4.243,0.04,0,,1,,0.0,
SOAD12707,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,7.783,0.1,,1960.0,,,,,,,104.75,Low,,,0.0869,6.4,161.3,,7.783,0.1,0,,1,,0.0,
SOAD12753,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,6.072,0.075,,1951.0,,,,,,,20.58,Low,,,0.1256,15.0,476.2,,6.072,0.075,0,,1,,0.0,
SOAD13005,Lyndrassia,No,Debris Control,Earth,8.948,,0.0,1967.0,,0.05122,657.83263,,,0.0,8.06,Low,Not Rated,,0.0587,44.0,292.9,,8.948,,1,,1,,0.0,
SOAD13053,Lyndrassia,No,Fish and Wildlife Pond,Earth,8.425,0.202,24509.0,1973.0,,0.04334,647.17947,Uncontrolled,,0.0,,Significant,Not Rated,,0.1242,21.4,448.1,,8.425,0.202,0,24509.0,0,10.106836476522158,0.0,
SOAD13379,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,5.948,0.063,,1948.0,,,,,,,48.14,Low,,,0.0784,20.6,197.7,,5.948,0.063,0,,1,,0.0,
SOAD13492,Lyndrassia,No,Recreation,Earth,7.064,,0.0,1936.0,,0.0591,844.26293,,23/08/1979,0.0,3.31,High,Not Rated,,0.0924,10.5,778.7,6.2,7.064,,1,,1,,0.0,
SOAD13527,Lyndrassia,No,Grade Stabilization,Earth,10.544,0.183,12000.0,1977.0,,0.07092,985.4173,Uncontrolled,,0.0,,Low,Not Rated,,0.0943,44.9,13.1,,10.544,0.183,0,12000.0,0,9.392745258631441,0.0,
SOAD14081,Lyndrassia,No,Flood Risk Reduction,Earth,9.872,0.217,21817.0,1992.0,,0.20882,1675.20941,Uncontrolled,,0.0,,Low,Not Rated,,0.0779,37.0,12.1,,9.872,0.217,0,21817.0,0,9.990490596157702,0.0,
SOAD14128,Lyndrassia,No,Recreation,Earth,10.37,,0.0,1972.0,,0.04334,1688.52586,,,0.0,1.67,Low,Not Rated,,0.0969,45.2,260.2,4.3,10.37,,1,,1,,0.0,
SOAD15161,Lyndrassia,No,Recreation,Earth,3.359,,0.0,1939.0,,0.01576,71.90883,,20/05/1980,0.0,0.0,Low,Not Rated,,0.0814,20.4,919.1,7.0,3.359,,1,,1,,0.0,
SOAD15264,Lyndrassia,No,Other,Earth,10.633,,0.0,,,0.04137,282.30874,,,0.0,0.0,High,Not Rated,,0.1304,45.0,736.8,,10.633,,1,,1,,0.0,
SOAD15505,Lyndrassia,No,Recreation,Earth,8.77,,0.0,,,0.04925,346.2277,,,0.0,0.0,Low,Not Rated,,0.0953,16.6,349.8,5.4,8.77,,1,,1,,0.0,
SOAD15913,Navaldia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,8.745,0.248,7506.0,1974.0,,0.0,0.0,,,,,Low,Not Rated,18/06/2014,0.0918,34.9,23.6,,8.745,0.248,0,7506.0,0,8.923591197573002,0.0,
SOAD16295,Navaldia,No,Recreation,Earth,5.129,0.18,,1955.0,,0.08668,0.0,,,,,Low,Not Rated,18/06/2014,0.0781,37.6,6.0,8.2,5.129,0.18,0,,1,,0.0,
SOAD16550,Navaldia,No,Irrigation,Earth,7.273,0.367,31169.0,1976.0,,0.0,0.0,,,,,Low,Not Rated,18/06/2014,0.0911,44.7,20.9,10.7,7.273,0.367,0,31169.0,0,10.347211372761382,0.0,
SOAD16621,Lyndrassia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,9.803,,0.0,1950.0,,0.04334,1041.34639,,,0.0,33.66,Low,Not Rated,,0.0802,13.6,115.5,,9.803,,1,,1,,0.0,
SOAD16674,Lyndrassia,No,Recreation,Earth,5.12,,0.0,,,0.08471,1669.88283,,,0.0,0.0,Low,Not Rated,,0.059,39.0,455.0,5.6,5.12,,1,,1,,0.0,
SOAD16984,Navaldia,No,Recreation,Earth,5.185,0.108,,1969.0,,0.08077,0.0,,,,,Low,Not Rated,18/06/2014,0.0746,36.5,20.6,9.3,5.185,0.108,0,,1,,0.0,
SOAD17135,Navaldia,No,Water Supply,Earth,6.215,0.34,,1955.0,,0.04334,0.0,,,,,Low,Not Rated,18/06/2014,0.0837,7.5,6.5,21.5,6.215,0.34,0,,1,,0.0,
SOAD17241,Navaldia,Yes,Flood Risk Reduction,Earth,4.997,0.45,16790.0,1976.0,,0.01576,5.32658,,,,1.63,Low,Not Rated,18/06/2014,0.111,21.4,399.5,,4.997,0.45,0,16790.0,0,9.72859830755947,0.0,
SOAD17411,Navaldia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,9.812,0.075,,1968.0,,0.0,2.66329,,,,,Low,Not Rated,18/06/2014,0.0875,16.9,22.9,,9.812,0.075,0,,1,,0.0,
SOAD17999,Lyndrassia,No,Flood Risk Reduction,Earth,10.534,0.247,23420.0,1993.0,,0.06304,1795.05746,Uncontrolled,,0.0,,Low,Not Rated,,0.0757,17.8,18.1,,10.534,0.247,0,23420.0,0,10.0613883347884,0.0,
SOAD18066,Navaldia,No,Recreation,Earth,6.059,0.283,14000.0,1979.0,,0.08274,0.0,,24/03/2009,,,Low,Not Rated,18/06/2014,0.1088,47.0,19.2,5.2,6.059,0.283,0,14000.0,0,9.546884034617925,0.0,
SOAD19046,Lyndrassia,No,Flood Risk Reduction,Earth,8.134,0.165,12820.0,1995.0,,0.05319,2205.20412,Uncontrolled,01/11/2000,1.0,,Low,Not Rated,,0.1222,32.4,19.2,,8.134,0.165,0,12820.0,0,9.4588397305527,0.0,
SOAD19526,Lyndrassia,No,Fish and Wildlife Pond,Earth,5.941,0.143,15000.0,1978.0,,0.12214,1584.65755,Uncontrolled,,0.0,,Low,Not Rated,,0.0869,35.6,5.9,,5.941,0.143,0,15000.0,0,9.61587214452889,0.0,
SOAD19989,Lyndrassia,No,Recreation,Earth,10.583,,0.0,1981.0,,0.04137,1259.73617,,,0.0,26.42,Low,Not Rated,,0.103,46.7,172.9,3.1,10.583,,1,,1,,0.0,
SOAD20366,Navaldia,No,Water Supply,Earth,3.41,0.208,,1940.0,,0.09456,0.0,,,,,Low,Not Rated,18/06/2014,0.0667,21.0,14.1,27.0,3.41,0.208,0,,1,,0.0,
SOAD20546,Lyndrassia,No,Recreation,Earth,9.149,,0.0,1965.0,,0.05319,261.00242,,,0.0,39.4,Low,Not Rated,,0.0607,39.2,117.9,5.3,9.149,,1,,1,,0.0,
SOAD20699,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,6.693,0.092,,1979.0,,,,,,,45.92,Low,,,0.0977,13.1,126.1,,6.693,0.092,0,,1,,0.0,
SOAD00004,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,6.747,0.083,,1970.0,,,,,,,57.15,Low,,,0.0699,21.4,196.8,,6.747,0.083,0,,1,,0.0,
SOAD00529,Lyndrassia,Yes,Irrigation,Earth,4.182,0.1,,1955.0,,,71.90883,,,,46.87,Low,,,0.0718,8.2,50.5,5.6,4.182,0.1,0,,1,,0.0,
