ID,Region,Regulated Dam,Primary Purpose,Primary Type,Height (m),Length (km),Volume (m3),Year Completed,Years Modified,Surface (km2),Drainage (km2),Spillway,Last Inspection Date,Inspection Frequency,Distance to Nearest City (km),Hazard,Assessment,Assessment Date,Probability of Failure,Loss given failure - prop (Qm),Loss given failure - liab (Qm),Loss given failure - BI (Qm)
SOAD00931,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,10.829,0.2,,1958.0,,,10.65316,,,,71.09,Low,,,0.1274,17.4,131.5,
SOAD01329,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,5.435,0.167,,1945.0,,,,,,,11.79,Low,,,0.0889,7.5,151.3,
SOAD01476,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,7.167,0.117,,1955.0,,,,,,,22.61,Low,,,0.1216,15.7,439.5,
SOAD01892,Navaldia,No,,Earth,11.3,0.2,,1963.0,,0.03349,0.0,,,,,Low,Not Rated,18/06/2014,0.0979,12.7,20.1,
SOAD02013,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,3.342,0.133,,1978.0,,,303.61505999999997,,,,25.15,Low,,,0.0933,10.1,122.7,
SOAD02109,Lyndrassia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,8.662,,0.0,1973.0,,0.04334,178.44043,,,0.0,0.0,Low,Not Rated,,0.1083,14.2,309.1,
SOAD02151,Lyndrassia,No,Recreation,Earth,7.467,0.15,30000.0,1973.0,,0.24822,4085.48686,Uncontrolled,,0.0,,Low,Not Rated,,0.1029,150.3,20.4,6.1
SOAD02210,Lyndrassia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,10.171,,0.0,1977.0,,0.03152,223.71636,,,0.0,0.0,Low,Not Rated,,0.1163,40.2,784.9,
SOAD02231,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,5.841,0.083,,1940.0,,,2.66329,Uncontrolled,,,0.0,Low,,,0.0986,10.2,907.1,
SOAD02545,Navaldia,No,Flood Risk Reduction,Earth,8.369,0.171,11888.0,1981.0,,0.0,5.32658,,,,,Low,Not Rated,18/06/2014,0.1202,44.6,23.8,
SOAD02655,Navaldia,No,Water Supply,Earth,5.208,0.262,,1964.0,,0.07289,0.0,,,,11.04,Low,Not Rated,18/06/2014,0.0974,46.4,467.9,10.9
SOAD02743,Lyndrassia,No,Recreation,Earth,8.707,,0.0,1968.0,,0.04334,444.76943,,,0.0,36.46,Low,Not Rated,,0.0984,29.3,126.0,4.2
SOAD02805,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,6.776,0.09,,1965.0,,,,,,,61.29,Low,,,0.0796,7.5,95.5,
SOAD02839,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,5.672,0.05,,1949.0,,0.05122,,,,,,Low,,,0.0772,20.8,19.2,
SOAD02871,Navaldia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,7.068,0.272,,1970.0,,0.0,0.0,,18/07/1996,,11.67,Low,Not Rated,18/06/2014,0.1216,39.0,209.6,
SOAD03147,Navaldia,Yes,Recreation,Earth,9.531,0.133,,1902.0,,0.05713,2.66329,,12/03/2021,1.0,,High,Poor,,0.1187,20.5,861.6,4.1
SOAD03183,Lyndrassia,No,Recreation,Earth,10.091,,0.0,1955.0,,0.03349,346.22769999999997,,,0.0,6.69,Low,Not Rated,,0.1191,8.5,299.1,6.3
SOAD03340,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,5.114,0.083,,1951.0,,,,,,,47.35,Low,,,0.0955,15.4,199.2,
SOAD03361,Flumevale,Yes,Irrigation,Earth,7.894,0.114,16596.0,1946.0,,0.05713,63.91896,Uncontrolled,13/05/2019,6.0,40.48,Low,Fair,12/05/2020,0.047,41.0,100.3,2.4
SOAD03511,Lyndrassia,No,Other,Earth,8.672,,0.0,,,0.04334,2274.4496599999998,,,0.0,24.68,High,Not Rated,,0.1237,38.9,289.3,
SOAD03624,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,7.004,0.133,,1967.0,,,18.64303,Uncontrolled,,,8.3,Low,,,0.0938,8.1,310.6,
SOAD03887,Lyndrassia,No,Flood Risk Reduction,Earth,11.438,0.137,22445.0,1997.0,,0.02561,2042.74343,Uncontrolled,,0.0,,Low,Not Rated,,0.075,33.7,22.8,
SOAD03932,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,6.964,0.067,,1960.0,,,,,,,31.28,Low,,,0.0979,9.0,98.6,
SOAD04079,Flumevale,Yes,Recreation,Earth,3.407,0.233,12657.0,1968.0,2002,0.10638,0.0,Uncontrolled,19/11/1997,6.0,38.68,Low,Not Rated,,0.0388,14.1,226.4,4.8
SOAD04099,Lyndrassia,No,Flood Risk Reduction,Earth,10.996,0.213,25696.0,2000.0,,0.08077,1821.69036,Uncontrolled,31/08/2000,0.0,,Low,Not Rated,,0.0585,42.3,20.1,
SOAD04151,Navaldia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,9.75,0.296,35913.0,1969.0,,0.0,0.0,,,,,Low,Not Rated,18/06/2014,0.0833,15.5,18.7,
SOAD04289,Lyndrassia,No,Grade Stabilization,Earth,9.473,0.147,18247.0,1962.0,,0.03349,498.03523,Uncontrolled,,0.0,,Low,Not Rated,,0.1211,16.1,19.8,
SOAD04476,Lyndrassia,No,Debris Control,Earth,8.803,,0.0,1958.0,,0.04137,415.47324,,,0.0,4.73,Low,Not Rated,,0.116,4.8,615.2,
SOAD04586,Lyndrassia,No,Irrigation,Earth,5.454,0.027,0.0,1956.0,,0.0,0.0,,,0.0,26.18,Low,Not Available,,0.0911,42.1,188.5,29.3
SOAD04616,Flumevale,Yes,Irrigation,Earth,6.055,0.042,4444.0,1907.0,,0.04137,0.0,,25/07/2018,6.0,21.79,Low,Fair,22/07/2015,0.0474,38.8,167.7,17.5
SOAD04643,Lyndrassia,No,Recreation,Earth,8.415,,0.0,1957.0,,0.04334,367.53402,,,0.0,47.03,Low,Not Rated,,0.1063,31.7,213.0,7.6
SOAD04741,Lyndrassia,No,Recreation,Earth,10.207,,0.0,1972.0,,0.03349,165.12398,,,0.0,0.0,Low,Not Rated,,0.0654,37.0,718.0,5.5
SOAD04779,Lyndrassia,No,Flood Risk Reduction,Earth,9.713,0.16,12973.0,1964.0,,0.10638,7704.89797,Uncontrolled,,0.0,,Low,Not Rated,,0.1027,11.3,8.8,
SOAD04996,Navaldia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,6.959,0.269,,1968.0,,0.0,0.0,,,,,Low,Not Rated,18/06/2014,0.0975,24.4,16.5,
SOAD05105,Navaldia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,5.713,0.356,16365.0,1967.0,,0.08077,0.0,,,,,Low,Not Rated,18/06/2014,0.0975,19.8,13.3,
SOAD05211,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,8.151,0.033,,1942.0,,,,,,,5.05,Low,,,0.1209,6.6,155.9,
SOAD05544,Navaldia,Yes,Recreation,Earth,7.285,0.15,,1969.0,,0.05122,5.32658,,19/05/2015,5.0,,Low,Poor,,0.0616,25.6,14.9,9.4
SOAD05736,Lyndrassia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,8.342,,0.0,1937.0,,0.04334,1091.9488999999999,,,0.0,9.99,High,Not Rated,,0.1336,44.3,202.8,
SOAD05782,Lyndrassia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,8.531,,0.0,1960.0,,0.04137,271.65558,,,0.0,0.0,Low,Not Rated,,0.0821,6.5,178.0,
SOAD06017,Lyndrassia,Yes,Other,Earth,2.704,0.05,,1940.0,,,,,,,12.81,Low,,,0.1187,10.3,273.6,
SOAD06395,Flumevale,Yes,Irrigation,Earth,7.736,0.367,,1989.0,1989,0.05713,,Uncontrolled,24/08/2021,6.0,16.44,Low,Not Rated,,0.0515,13.7,320.6,46.1
SOAD06438,Lyndrassia,Yes,Irrigation,Earth,5.162,0.027,,1960.0,,,,,,,26.05,Low,,,0.1017,9.3,113.3,38.3
SOAD06569,Navaldia,Yes,Recreation,Earth,3.268,0.117,,,2008S;2013S,0.14972,119.84805,Uncontrolled,12/07/2016,5.0,1.64,Significant,Not Rated,12/07/2021,0.1059,43.8,440.6,9.2
SOAD06589,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,8.369,0.04,,1950.0,,,,,,,52.98,Low,,,0.1118,13.7,96.9,
SOAD06844,Flumevale,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,8.742,0.15,,1960.0,,0.0394,0.0,Uncontrolled,25/11/2019,6.0,9.8,Low,Satisfactory,06/06/2019,0.0373,24.8,107.1,
SOAD07473,Lyndrassia,No,Flood Risk Reduction,Gravity,5.849,0.12,6030.0,1977.0,,0.11623,2.66329,,18/08/2016,5.0,82.69,Low,Not Rated,,0.0426,37.4,71.7,
SOAD07554,Lyndrassia,No,Recreation,Earth,9.08,,0.0,,,0.04137,290.29861,,,0.0,21.24,Low,Not Rated,,0.0807,11.4,148.5,4.2
SOAD07806,Lyndrassia,No,,Gravity,9.363,0.174,19000.0,,,0.08077,37.28606,,05/09/2018,5.0,,Low,Not Rated,,0.0766,25.7,8.3,
SOAD07859,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,8.998,0.083,,1939.0,,,,,,,32.81,Low,,,0.076,13.0,201.0,
SOAD07938,Lyndrassia,No,,,12.626,0.128,0.0,2005.0,,0.03743,1331.645,Uncontrolled,,0.0,0.0,High,Not Rated,,0.0822,30.4,472.7,
SOAD08002,Lyndrassia,No,Recreation,Earth,8.363,,0.0,1952.0,,0.04137,4218.65136,,,0.0,0.0,Low,Not Rated,,0.1102,47.7,221.7,7.9
SOAD08349,Navaldia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,5.255,0.2,,1940.0,,0.06107,0.0,,,,,Low,Not Rated,18/06/2014,0.099,37.8,6.7,
SOAD08528,Navaldia,No,,Earth,5.119,0.187,,,,0.09456,15.97974,Uncontrolled,11/05/2010,,,Significant,Not Rated,11/05/2015,0.1323,21.8,158.9,
SOAD08552,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,8.708,0.083,,1930.0,,,,,,,7.72,Low,,,0.1023,20.6,399.9,
SOAD08631,Lyndrassia,No,Flood Risk Reduction,Earth,11.91,0.193,17683.0,2001.0,,0.04925,1073.30587,Uncontrolled,08/04/2002,1.0,,Low,Not Rated,,0.1225,12.1,11.7,
SOAD08717,Lyndrassia,No,Flood Risk Reduction,Earth,8.465,0.087,15470.0,1991.0,,0.09258999999999999,1757.7713999999999,Uncontrolled,,0.0,,Low,Not Rated,,0.0953,6.1,7.8,
SOAD09549,Navaldia,Yes,Water Supply,Earth,8.332,0.151,,1921.0,2005S,0.02364,5.32658,Uncontrolled,20/03/2019,2.0,,Significant,Not Rated,,0.1226,13.5,207.0,26.2
SOAD09573,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,5.578,0.092,,1940.0,,,,,,,35.37,Low,,,0.1113,11.3,153.6,
SOAD09780,Lyndrassia,No,Flood Risk Reduction,Earth,8.961,0.217,15770.0,1991.0,,0.03349,479.3922,Uncontrolled,01/11/2000,1.0,,Low,Not Rated,,0.1158,26.7,5.3,
SOAD09816,Navaldia,Yes,Flood Risk Reduction,Earth,13.128,0.24,,1973.0,,0.0,0.0,,,,,Low,Not Rated,18/06/2014,0.0959,31.2,16.7,
SOAD10329,Lyndrassia,No,Irrigation,Earth,5.018,0.267,15000.0,1973.0,,0.13199,2008.12066,Uncontrolled,,0.0,,Low,Not Rated,,0.1206,43.9,12.3,34.9
SOAD10339,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,5.179,0.05,,1948.0,,,,,,,31.73,Low,,,0.0958,14.5,49.6,
SOAD10342,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,7.097,0.077,,1920.0,,,,,,,13.82,Low,,,0.0929,14.3,352.5,
SOAD10585,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,6.719,0.133,,1948.0,,,,,,,13.03,Low,,,0.0913,5.7,367.2,
SOAD10830,Lyndrassia,No,Recreation,Earth,8.336,,0.0,1960.0,,0.0394,537.9845799999999,,18/07/1980,0.0,11.39,High,Not Rated,,0.1322,6.3,335.4,5.4
SOAD10941,Lyndrassia,No,Recreation,Earth,10.388,,0.0,1967.0,,0.03349,287.63532,,,0.0,4.88,Low,Not Rated,,0.0807,28.4,389.0,4.8
SOAD11519,Navaldia,No,,Earth,7.293,0.122,6106.0,1966.0,,0.0,0.0,,,,,Low,Not Rated,18/06/2014,0.075,23.6,14.9,
SOAD11555,Lyndrassia,No,Flood Risk Reduction,Earth,10.14,0.182,19217.0,2010.0,,0.10244,3267.8568299999997,Uncontrolled,,0.0,,Low,Not Rated,,0.1055,40.8,12.2,
SOAD11570,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,5.341,0.033,,1950.0,,,7.98987,,,,16.03,Low,,,0.0887,7.8,362.7,
SOAD11613,Lyndrassia,Yes,Recreation,Earth,13.766,0.155,28000.0,1976.0,,0.02561,0.0,Uncontrolled,05/01/2023,3.0,14.8,High,Unsatisfactory,21/12/2007,0.1357,5.8,318.1,9.3
SOAD11805,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,7.07,0.133,,1959.0,,,,,,,7.79,Low,,,0.0807,13.3,126.6,
SOAD11835,Navaldia,No,Irrigation,Earth,6.724,0.142,,1964.0,,0.02364,0.0,,,,11.3,Low,Not Rated,18/06/2014,0.0804,15.0,340.8,10.8
SOAD11860,Lyndrassia,No,Flood Risk Reduction,Earth,8.56,,0.0,1971.0,,0.0394,8067.10541,,,0.0,1.53,Low,Not Rated,,0.0924,6.9,685.4,
SOAD12072,Lyndrassia,No,Irrigation,Earth,8.427,,0.0,,,0.04137,117.18476,,,0.0,0.0,High,Not Rated,,0.1065,35.9,413.7,36.4
SOAD12245,Lyndrassia,No,Recreation,Earth,8.573,,0.0,1977.0,,0.04334,1251.7463,,,0.0,19.45,Low,Not Rated,,0.0737,9.6,429.6,7.4
SOAD12362,Lyndrassia,No,Flood Risk Reduction,Earth,8.81,0.137,7799.0,1991.0,,0.02364,692.4553999999999,Uncontrolled,17/09/1998,1.0,,Low,Not Rated,,0.1102,30.9,20.9,
SOAD12765,Lyndrassia,No,Flood Risk Reduction,Gravity,7.372,0.102,8692.81,1968.0,,0.09061999999999999,,Controlled,09/08/2010,5.0,75.27,Low,Poor,09/08/2010,0.0753,16.8,81.1,
SOAD12777,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,6.207,0.133,,1970.0,,,23.96961,Uncontrolled,,,46.47,Low,,,0.0977,8.1,220.2,
SOAD12801,Navaldia,Yes,Flood Risk Reduction,Earth,8.758,0.259,,1984.0,,0.02955,2.66329,,,,,Low,Not Rated,18/06/2014,0.0876,21.1,13.2,
SOAD13115,Lyndrassia,Yes,Irrigation,Earth,11.838,0.177,,1950.0,,,,,,,45.23,Low,,,0.0608,20.1,185.8,15.1
SOAD13447,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,5.294,0.1,,1946.0,,,,,,,59.57,Low,,,0.0839,12.3,203.0,
SOAD13640,Flumevale,Yes,Fish and Wildlife Pond,Earth,5.497,0.713,,1928.0,,0.06895,0.0,,10/08/1978,0.0,0.0,Low,Fair,11/06/2019,0.0799,37.0,529.1,
SOAD13663,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,7.319,0.16,,1960.0,,,,,,,50.23,Low,,,0.07,7.2,123.8,
SOAD13712,Lyndrassia,No,Grade Stabilization,Earth,9.749,0.142,6000.0,1957.0,,0.00788,822.95661,Uncontrolled,,0.0,,Low,Not Rated,,0.0597,37.9,22.2,
SOAD14291,Lyndrassia,No,Recreation,Earth,10.933,,0.0,1951.0,,0.03349,412.80995,,,0.0,7.96,Low,Not Rated,,0.11,14.9,183.5,5.9
SOAD14356,Lyndrassia,No,Recreation,Earth,8.558,,0.0,1964.0,,0.0394,647.17947,,17/08/1978,0.0,0.0,High,Not Rated,,0.11,33.8,316.0,3.8
SOAD14650,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,5.224,0.033,,1960.0,,,,,,,18.57,Low,,,0.1223,15.6,233.4,
SOAD14780,Navaldia,Yes,Recreation,Earth,8.48,0.133,,,,,2.66329,,01/07/2019,5.0,,Low,Poor,,0.0878,22.5,21.2,9.0
SOAD15301,Lyndrassia,No,Recreation,Earth,10.742,,0.0,,,0.03546,1254.40959,,,0.0,0.0,Low,Not Rated,,0.1077,21.4,901.4,9.3
SOAD15407,Lyndrassia,No,Debris Control,Earth,9.894,0.138,14312.0,1974.0,,0.13002,1789.73088,Uncontrolled,,0.0,,Low,Not Rated,,0.1171,7.6,9.0,
SOAD15672,Lyndrassia,No,Recreation,Earth,9.154,,0.0,1965.0,,0.04137,1147.87799,,,0.0,9.85,High,Not Rated,,0.1087,5.6,425.0,7.8
SOAD15719,Lyndrassia,No,Grade Stabilization,Earth,10.491,0.127,23927.0,1965.0,,0.07486,8306.80151,Uncontrolled,,0.0,,Low,Not Rated,,0.0948,40.3,9.7,
SOAD15786,Lyndrassia,No,Flood Risk Reduction,Earth,16.459,0.2,23688.0,2005.0,,0.09653,830.94648,Uncontrolled,,0.0,,Low,Not Rated,,0.0666,27.3,23.3,
SOAD16115,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,5.004,0.092,,1935.0,,,,,,,53.66,Low,,,0.13,19.6,161.7,
SOAD16137,Lyndrassia,No,Irrigation,Earth,8.706,,0.0,,,0.04334,292.9619,,,0.0,0.0,Low,Not Rated,,0.1142,14.8,101.5,40.7
SOAD16982,Lyndrassia,No,Grade Stabilization,Earth,9.484,0.192,21574.0,1995.0,,0.04925,1336.97158,Uncontrolled,,0.0,,Low,Not Rated,,0.0761,19.6,5.4,
SOAD16989,Lyndrassia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,8.435,,0.0,1973.0,,0.04137,529.9947099999999,,06/04/1979,0.0,26.82,Low,Not Rated,,0.0777,6.1,151.7,
SOAD17290,Lyndrassia,No,Grade Stabilization,Earth,7.86,0.207,13124.0,2006.0,,0.04137,1800.38404,Controlled,29/08/2006,0.0,,Low,Not Rated,,0.0945,46.0,8.3,
SOAD17931,Navaldia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,7.298,0.183,,,,0.04334,7.98987,,,,,Low,Not Rated,18/06/2014,0.1211,33.4,19.4,
SOAD18011,Lyndrassia,No,Flood Risk Reduction,Earth,10.418,0.16,17840.0,1993.0,,0.05713,3145.3454899999997,Uncontrolled,11/09/1999,1.0,,Low,Not Rated,,0.0791,44.8,9.0,
SOAD18437,Lyndrassia,No,Flood Risk Reduction,Earth,10.582,0.203,22406.0,2004.0,,0.04137,1669.88283,Uncontrolled,,0.0,,Low,Not Rated,,0.0525,16.2,23.3,
SOAD18800,Flumevale,Yes,Irrigation,Earth,5.72,0.035,,1950.0,,0.0591,0.0,,21/05/2021,6.0,33.89,Low,Fair,30/10/2012,0.0612,31.0,169.1,4.8
SOAD18901,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,3.431,0.067,,1935.0,,,,,,,53.69,Significant,,,0.1443,331.3,179.8,
SOAD18994,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,6.234,0.067,,1960.0,,,,,,,33.18,Low,,,0.0713,10.8,89.3,
SOAD19305,Navaldia,No,Irrigation,Earth,9.371,0.242,,1965.0,,0.0,0.0,,07/11/1985,,,Low,Not Rated,18/06/2014,0.1048,41.2,21.8,18.9
SOAD19522,Lyndrassia,No,Flood Risk Reduction,Earth,11.584,0.145,20873.0,2007.0,,0.05319,2452.89009,Uncontrolled,,0.0,,Low,Not Rated,,0.1085,45.4,17.5,
SOAD19536,Navaldia,No,Recreation,Earth,5.587,0.467,,1970.0,,0.11032,0.0,,,,,Low,Not Rated,18/06/2014,0.1177,42.8,21.3,5.1
SOAD19606,Lyndrassia,No,Recreation,Earth,10.064,,0.0,1962.0,,0.03546,69.24554,,,0.0,49.24,Low,Not Rated,,0.0858,36.5,230.2,6.6
SOAD19966,Lyndrassia,No,Recreation,Earth,6.798,,0.0,1962.0,,0.0394,1097.27548,,31/05/1979,0.0,31.65,High,Not Rated,,0.1485,16.7,71.7,4.1
SOAD20024,Lyndrassia,No,Irrigation,Earth,10.37,,0.0,1977.0,,0.03152,151.80752999999999,,,0.0,0.0,Low,Not Rated,,0.0897,16.9,178.3,27.3
SOAD20663,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,6.392,,,1991.0,,,,,,,,Low,,,0.1009,23.2,20.1,
SOAD20742,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,6.985,0.1,,1944.0,,,,,,,59.24,Low,,,0.1166,5.0,213.0,
SOAD00204,Navaldia,Yes,Other,Earth,6.271,0.083,,1964.0,,0.00788,7.98987,,29/07/2019,5.0,,Low,Not Rated,,0.0652,35.5,15.9,
SOAD00227,Navaldia,No,Water Supply,Earth,4.083,0.4,,1960.0,,0.10441,0.0,,,,,Low,Not Rated,18/06/2014,0.0519,35.1,11.8,48.5
SOAD00514,Navaldia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,11.446,0.075,,1977.0,,0.0,1576.66768,,,,,Low,Not Rated,18/06/2014,0.0848,31.5,17.2,
SOAD00705,Lyndrassia,No,Recreation,Earth,7.262,,0.0,1966.0,,0.05122,255.67584,,,0.0,0.0,Low,Not Rated,,0.0702,47.3,357.8,3.7
SOAD00815,Lyndrassia,No,Recreation,Earth,8.334,,0.0,1966.0,,0.04334,548.63774,,,0.0,28.24,Low,Not Rated,,0.0635,18.2,186.4,3.7
SOAD00835,Navaldia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,7.508,0.15,,1967.0,,0.03349,0.0,,,,,Low,Not Rated,18/06/2014,0.0614,19.4,14.1,
SOAD00861,Flumevale,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,4.661,0.133,7875.0,1949.0,,0.04137,15.97974,,16/08/1979,6.0,14.71,Low,Fair,31/08/2020,0.0717,8.2,177.9,
SOAD00866,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,3.515,0.042,,1930.0,,,,,,,81.82,Low,,,0.1246,13.2,140.0,
SOAD01319,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,5.436,0.1,,1950.0,,,,,,,73.69,Low,,,0.0785,9.8,230.2,
SOAD01385,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,5.714,0.165,,1957.0,,,,,,,10.04,Low,,,0.0846,11.3,415.8,
SOAD01568,Lyndrassia,No,Recreation,Earth,10.74,,0.0,1972.0,,0.03349,1129.23496,,,0.0,0.0,High,Not Rated,,0.1382,40.6,903.9,3.1
SOAD01904,Lyndrassia,No,Irrigation,Earth,8.704,,0.0,1973.0,,0.04334,2884.34307,,,0.0,0.0,Low,Not Rated,,0.1233,44.9,787.7,36.5
SOAD01925,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,7.84,0.133,,1975.0,,,,,,,68.48,Low,,,0.0698,8.3,115.4,
SOAD02233,Lyndrassia,No,Other,Earth,6.785,0.2,0.0,1968.0,,0.05122,769.6908099999999,,,0.0,0.0,Low,Not Rated,,0.0755,20.8,792.6,
SOAD02419,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,3.656,0.043,,1934.0,,,,,,,49.2,Low,,,0.0783,22.5,223.8,
SOAD02433,Lyndrassia,No,Recreation,Earth,6.597,,0.0,1962.0,,0.06107,420.79982,,18/05/1979,0.0,16.88,High,Not Rated,,0.0853,7.4,456.8,5.1
SOAD02443,Navaldia,Yes,,Earth,11.354,0.097,,,2002F,0.03743,23.96961,,24/03/2021,5.0,14.98,High,Fair,14/10/2021,0.0846,8.7,356.1,
SOAD02454,Navaldia,Yes,Recreation,Earth,4.887,2.1,,1950.0,,0.0,0.0,,,,,Low,Not Rated,18/06/2014,0.1182,11.8,8.8,4.4
SOAD02551,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,6.821,0.1,,1947.0,,,,,,,19.73,Low,,,0.0711,16.1,110.6,
SOAD02580,Navaldia,Yes,Water Supply,Earth,12.619,0.17,,1954.0,,0.04334,18.64303,,23/09/2020,1.0,,High,Fair,,0.1138,11.2,547.2,56.7
SOAD02783,Lyndrassia,No,Grade Stabilization,Earth,9.111,0.137,9160.0,1980.0,,0.00788,1081.29574,Uncontrolled,,0.0,,Low,Not Rated,,0.0999,46.3,23.2,
SOAD03138,Navaldia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,6.112,0.45,,1969.0,,0.10244,0.0,,,,,Low,Not Rated,18/06/2014,0.1228,23.9,13.6,
SOAD03365,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,10.729,0.1,,1954.0,,,,,,,60.31,Low,,,0.1049,14.3,210.8,
SOAD03419,Lyndrassia,No,Recreation,Earth,6.828,,0.0,1961.0,,0.05122,814.96674,,,0.0,0.0,Low,Not Rated,,0.0739,15.4,494.7,3.8
SOAD03477,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,3.498,0.058,,1950.0,,,,,,,58.45,Low,,,0.0656,13.8,173.8,
SOAD03764,Navaldia,Yes,,Earth,8.473,0.178,15000.0,1966.0,,0.0,0.0,,,,,Low,Not Rated,18/06/2014,0.1058,33.2,5.2,
SOAD04250,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,7.005,0.033,,1960.0,,,,,,,12.39,Low,,,0.1034,19.1,190.7,
SOAD04738,Lyndrassia,No,Recreation,Earth,8.393,,0.0,1977.0,,0.04137,487.38207,,,0.0,39.21,Low,Not Rated,,0.1252,37.1,130.9,5.7
SOAD04760,Navaldia,Yes,Flood Risk Reduction,Earth,11.847,0.21,,1973.0,,0.0,0.0,,,,,Low,Not Rated,18/06/2014,0.0904,29.6,16.8,
SOAD04967,Flumevale,Yes,Water Supply,Earth,6.722,0.117,14000.0,1987.0,,0.05122,,,10/10/2022,0.5,,Low,Fair,01/09/2017,0.0733,43.6,8.0,54.5
SOAD05025,Navaldia,No,Recreation,Earth,3.754,0.777,,1955.0,,0.10047,0.0,Uncontrolled,27/04/2011,,19.89,Significant,Not Rated,27/04/2016,0.1256,39.9,387.1,6.7
SOAD05030,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,8.812,0.067,,1945.0,,,10.65316,,,,0.0,Low,,,0.0639,19.2,408.3,
SOAD05060,Lyndrassia,No,Recreation,Earth,9.066,,0.0,,,0.04137,1233.10327,,,0.0,19.44,High,Not Rated,,0.0937,7.2,407.3,6.6
SOAD05520,Lyndrassia,No,Irrigation,Earth,8.4,,0.0,,,0.04137,370.19731,,,0.0,0.0,Low,Not Rated,,0.0964,5.1,179.5,8.3
SOAD05730,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,8.621,0.05,,1924.0,,,,,,,101.56,Low,,,0.0824,8.8,177.4,
SOAD06457,Lyndrassia,No,Recreation,Earth,10.996,,0.0,1970.0,,0.03546,194.42016999999998,,,0.0,6.21,High,Not Rated,,0.1293,33.3,207.3,4.1
